Date,Open,High,Low,Close
2025-01-21,103519,107215,100092,106013
2025-01-22,106064,106314,103327,103803
2025-01-23,103816,106722,101235,103996
2025-01-24,103969,107147,102734,105020
2025-01-27,104284,104284,97777.5,101607
2025-01-28,101597,103658,100214,101199
2025-01-29,101198,104758,100722,103488
2025-01-30,103475,106422,103335,105119
2025-01-31,105104,105999,101578,101597
2025-02-03,97930.7,102565,91583.4,101715
2025-02-04,101770,101930,96181.5,97688.6
2025-02-05,97708.7,99095.2,96264.9,96502.7
2025-02-06,96445,99155.1,95697.4,96945.2
2025-02-07,96955.5,100191,95664.4,95919.5
2025-02-10,95918.6,98337.1,95645.2,97427.9
2025-02-11,97389,98490.1,94859.5,95537.4
2025-02-12,95580.3,98117.1,94139.7,97817.6
2025-02-13,97790.9,98094.9,95244.4,96360.4
2025-02-14,96417.1,98844.5,96285.3,97153.4
2025-02-17,96890.7,97030.8,95222.6,95867.1
2025-02-18,95887.3,96686.5,93341.9,95267.1
2025-02-19,95257.1,96680.9,94989.3,96527.8
2025-02-20,96526.9,98741,96405.9,98149.8
2025-02-21,98149.8,99502.4,94827.1,95143.8
2025-02-24,95787.2,96502.7,92371.9,92437.6
2025-02-25,92425.7,92847,85957.1,88719.3
2025-02-26,88718.5,89297.6,82579.1,84219.7
2025-02-27,84227.5,86968.6,82601.6,84604.5
2025-02-28,84608,85071.6,78222.1,84128.3
2025-03-03,94273.8,94805.6,85060,86574.8
2025-03-04,86553.1,88916.5,81681.3,87456.9
2025-03-05,87472.2,90680.7,86328.9,90446.9
2025-03-06,90396.2,92806.5,87831.7,90297.5
2025-03-07,90346.4,91218.4,84731.4,87704.6
2025-03-10,80339.3,84026.5,77410.7,79453.3
2025-03-11,79462.1,83586.1,76755.9,83111.7
2025-03-12,83111.7,83740.1,80778.7,83634.4
2025-03-13,83621.1,84309.9,79919.4,81362.3
2025-03-14,81351.7,85290.7,80795,84147.4
2025-03-17,82094.3,84738.5,82012.2,84055.5
2025-03-18,84055.5,84136.8,81141.8,82370.2
2025-03-19,82364.1,86487.9,82334.3,86148.9
2025-03-20,86239.6,87443.9,83620.4,84092.9
2025-03-21,84100.7,84799.6,83150.4,84170.8
2025-03-24,85361.3,88740.5,85361.3,87437
2025-03-25,87443.9,88535.5,86334.1,87492.8
2025-03-26,87480.6,88261.2,85870,86834.1
2025-03-27,86819.1,87701.6,85845,87355.3
2025-03-28,87341.5,87464.5,83546.3,83761.9
2025-03-31,82183.4,83841.2,81294.8,82519.1
2025-04-01,82522.5,85449.6,82243.6,85176.6
2025-04-02,85210,88206.7,83919.3,84792.4
2025-04-03,84812.6,84812.6,81215.6,82688.3
2025-04-04,82674.6,84690.4,81690.6,84016.6
2025-04-07,78885.5,81182.6,74445.1,79192.8
2025-04-08,79201.6,80823.1,76258.4,77016.6
2025-04-09,77036.8,83570.8,74575.6,83277.8
2025-04-10,83261.1,83479.4,78428.9,79672.3
2025-04-11,79685,84147.4,78920.3,83869.3
